date,time,crime_type,city,state,location_description,victim_age,victim_gender,victim_race,year,month,day,dia_sem,hora,franja_horaria,month_name,solo_calle
2022-09-12,17:09:44,Arson,Houston,TX,1084 Main St,46,Other,White,2022,9,12,lunes,17,tarde,septiembre,Main St
2021-04-19,15:01:24,Fraud,Los Angeles,CA,8565 Oak St,61,Female,Asian,2021,4,19,lunes,15,tarde,abril,Oak St
2021-01-09,08:31:27,Fraud,San Jose,CA,1731 Maple Ave,66,Non-binary,White,2021,1,9,sábado,8,mañana,enero,Maple Ave
2022-07-21,17:17:14,Vandalism,Philadelphia,PA,48 Main St,70,Male,Black,2022,7,21,jueves,17,tarde,julio,Main St
2024-02-23,03:09:36,Drug Offense,Los Angeles,CA,3609 Broadway,59,Other,Hispanic,2024,2,23,viernes,3,madrugada,febrero,Broadway
2023-06-14,01:07:24,Fraud,Houston,TX,1635 Main St,28,Male,Black,2023,6,14,miércoles,1,madrugada,junio,Main St
2021-09-24,21:03:46,Burglary,Chicago,IL,1736 Oak St,68,Female,Other,2021,9,24,viernes,21,noche,septiembre,Oak St
2021-02-07,16:53:12,Arson,Houston,TX,6393 Pine St,90,Other,Asian,2021,2,7,domingo,16,tarde,febrero,Pine St
2023-04-27,23:35:57,Drug Offense,Dallas,TX,2633 Pine St,83,Male,Other,2023,4,27,jueves,23,noche,abril,Pine St
2024-08-29,05:13:46,Robbery,Houston,TX,1554 Broadway,80,Other,White,2024,8,29,jueves,5,madrugada,agosto,Broadway
2024-10-18,21:13:47,Arson,Phoenix,AZ,8744 Pine St,73,Non-binary,Other,2024,10,18,viernes,21,noche,octubre,Pine St
2023-07-10,13:34:51,Robbery,Chicago,IL,656 Oak St,85,Male,Other,2023,7,10,lunes,13,tarde,julio,Oak St
2020-10-02,09:52:37,Robbery,San Diego,CA,4559 Main St,66,Male,Black,2020,10,2,viernes,9,mañana,octubre,Main St
2023-08-18,21:49:21,Homicide,Houston,TX,6887 Elm St,56,Non-binary,White,2023,8,18,viernes,21,noche,agosto,Elm St
2023-03-19,14:48:01,Robbery,Houston,TX,3430 Oak St,78,Non-binary,Black,2023,3,19,domingo,14,tarde,marzo,Oak St
2023-12-06,17:19:32,Assault,San Antonio,TX,9000 Broadway,53,Other,Other,2023,12,6,miércoles,17,tarde,diciembre,Broadway
2022-11-09,00:10:43,Robbery,Houston,TX,2887 Broadway,37,Non-binary,Other,2022,11,9,miércoles,0,madrugada,noviembre,Broadway
2021-09-17,09:07:01,Arson,San Antonio,TX,7591 Pine St,76,Male,Asian,2021,9,17,viernes,9,mañana,septiembre,Pine St
2021-06-03,10:14:36,Assault,Chicago,IL,9635 Oak St,30,Male,Hispanic,2021,6,3,jueves,10,mañana,junio,Oak St
2024-05-19,03:28:13,Arson,San Jose,CA,3721 Maple Ave,27,Male,Asian,2024,5,19,domingo,3,madrugada,mayo,Maple Ave
2024-10-29,09:36:46,Burglary,San Jose,CA,2964 Broadway,14,Female,White,2024,10,29,martes,9,mañana,octubre,Broadway
2020-10-18,12:36:27,Robbery,Dallas,TX,9371 Broadway,34,Male,Asian,2020,10,18,domingo,12,tarde,octubre,Broadway
2022-08-15,19:26:20,Drug Offense,Houston,TX,5811 Pine St,57,Male,Asian,2022,8,15,lunes,19,noche,agosto,Pine St
2023-01-20,07:12:12,Fraud,San Diego,CA,9284 Oak St,51,Other,Black,2023,1,20,viernes,7,mañana,enero,Oak St
2025-06-22,12:41:47,Burglary,Philadelphia,PA,1798 Main St,57,Non-binary,Hispanic,2025,6,22,domingo,12,tarde,junio,Main St
2024-12-13,09:22:43,Theft,San Jose,CA,450 Maple Ave,22,Non-binary,Asian,2024,12,13,viernes,9,mañana,diciembre,Maple Ave
2023-10-24,21:59:29,Homicide,Dallas,TX,29 Maple Ave,38,Female,Hispanic,2023,10,24,martes,21,noche,octubre,Maple Ave
2020-09-12,05:15:21,Robbery,Philadelphia,PA,6984 Pine St,31,Female,Black,2020,9,12,sábado,5,madrugada,septiembre,Pine St
2020-12-06,16:31:08,Vandalism,Chicago,IL,6745 Maple Ave,60,Non-binary,Asian,2020,12,6,domingo,16,tarde,diciembre,Maple Ave
2025-04-01,20:44:07,Homicide,Phoenix,AZ,3293 Oak St,43,Female,Hispanic,2025,4,1,martes,20,noche,abril,Oak St
2025-04-24,23:50:49,Assault,San Jose,CA,7437 Main St,80,Other,Other,2025,4,24,jueves,23,noche,abril,Main St
2020-09-23,22:08:19,Burglary,San Diego,CA,2172 Broadway,20,Other,Asian,2020,9,23,miércoles,22,noche,septiembre,Broadway
2022-10-26,07:26:10,Fraud,Chicago,IL,4105 Elm St,63,Male,Other,2022,10,26,miércoles,7,mañana,octubre,Elm St
2023-11-28,18:38:07,Arson,San Jose,CA,7923 Broadway,89,Female,White,2023,11,28,martes,18,noche,noviembre,Broadway
2025-06-21,03:28:54,Fraud,Philadelphia,PA,8975 Maple Ave,35,Male,Other,2025,6,21,sábado,3,madrugada,junio,Maple Ave
2024-01-12,01:59:47,Theft,Phoenix,AZ,6284 Pine St,79,Female,Other,2024,1,12,viernes,1,madrugada,enero,Pine St
2023-07-01,10:27:01,Arson,New York,NY,3389 Broadway,63,Other,Other,2023,7,1,sábado,10,mañana,julio,Broadway
2020-12-25,23:29:27,Domestic Violence,San Antonio,TX,6845 Maple Ave,52,Non-binary,White,2020,12,25,viernes,23,noche,diciembre,Maple Ave
2022-03-24,19:01:18,Theft,Phoenix,AZ,4334 Main St,39,Female,White,2022,3,24,jueves,19,noche,marzo,Main St
2024-08-14,16:48:33,Fraud,San Diego,CA,390 Pine St,35,Female,Hispanic,2024,8,14,miércoles,16,tarde,agosto,Pine St
2021-12-25,10:21:15,Robbery,Houston,TX,7680 Main St,88,Female,Other,2021,12,25,sábado,10,mañana,diciembre,Main St
2025-01-14,18:41:08,Homicide,Houston,TX,6011 Broadway,90,Non-binary,Asian,2025,1,14,martes,18,noche,enero,Broadway
2022-12-18,17:05:31,Vandalism,Philadelphia,PA,6020 Elm St,23,Female,White,2022,12,18,domingo,17,tarde,diciembre,Elm St
2022-07-12,14:18:51,Fraud,Philadelphia,PA,357 Pine St,51,Male,Black,2022,7,12,martes,14,tarde,julio,Pine St
2022-04-25,13:09:19,Domestic Violence,Phoenix,AZ,7344 Broadway,31,Other,Asian,2022,4,25,lunes,13,tarde,abril,Broadway
2023-05-08,22:29:35,Homicide,Chicago,IL,2387 Pine St,59,Non-binary,White,2023,5,8,lunes,22,noche,mayo,Pine St
2024-08-28,05:24:42,Vandalism,Philadelphia,PA,7926 Elm St,56,Female,White,2024,8,28,miércoles,5,madrugada,agosto,Elm St
2025-02-19,22:26:27,Assault,Philadelphia,PA,6599 Main St,22,Female,Black,2025,2,19,miércoles,22,noche,febrero,Main St
2021-02-19,17:49:39,Fraud,Houston,TX,421 Oak St,51,Female,Other,2021,2,19,viernes,17,tarde,febrero,Oak St
2022-01-02,19:16:57,Domestic Violence,Phoenix,AZ,823 Broadway,36,Non-binary,Asian,2022,1,2,domingo,19,noche,enero,Broadway
2020-10-13,02:49:54,Homicide,Dallas,TX,3825 Broadway,62,Non-binary,Hispanic,2020,10,13,martes,2,madrugada,octubre,Broadway
2021-07-25,17:07:24,Drug Offense,San Jose,CA,8688 Broadway,29,Non-binary,Hispanic,2021,7,25,domingo,17,tarde,julio,Broadway
2024-10-02,12:49:59,Fraud,Chicago,IL,8718 Broadway,74,Female,Black,2024,10,2,miércoles,12,tarde,octubre,Broadway
2021-03-18,17:58:33,Domestic Violence,Dallas,TX,2959 Elm St,86,Non-binary,White,2021,3,18,jueves,17,tarde,marzo,Elm St
2023-02-04,19:14:34,Vandalism,Los Angeles,CA,3470 Main St,55,Non-binary,Asian,2023,2,4,sábado,19,noche,febrero,Main St
2022-05-31,17:35:07,Assault,Chicago,IL,6355 Oak St,79,Female,Other,2022,5,31,martes,17,tarde,mayo,Oak St
2023-12-10,03:45:46,Fraud,Chicago,IL,1940 Elm St,20,Male,White,2023,12,10,domingo,3,madrugada,diciembre,Elm St
2024-04-16,18:29:49,Arson,Phoenix,AZ,2086 Main St,44,Male,Hispanic,2024,4,16,martes,18,noche,abril,Main St
2021-07-11,16:32:04,Fraud,Phoenix,AZ,2895 Maple Ave,37,Female,Other,2021,7,11,domingo,16,tarde,julio,Maple Ave
2025-01-15,15:19:09,Arson,San Antonio,TX,9489 Oak St,45,Male,Other,2025,1,15,miércoles,15,tarde,enero,Oak St
2024-11-06,06:48:22,Drug Offense,Houston,TX,971 Main St,46,Female,White,2024,11,6,miércoles,6,mañana,noviembre,Main St
2025-03-06,13:20:05,Theft,Chicago,IL,28 Pine St,51,Male,Asian,2025,3,6,jueves,13,tarde,marzo,Pine St
2021-06-29,10:08:16,Burglary,San Diego,CA,1738 Pine St,85,Other,Black,2021,6,29,martes,10,mañana,junio,Pine St
2024-05-27,05:57:47,Assault,New York,NY,8815 Pine St,50,Female,Other,2024,5,27,lunes,5,madrugada,mayo,Pine St
2023-05-18,09:29:54,Homicide,Phoenix,AZ,4533 Oak St,62,Non-binary,Black,2023,5,18,jueves,9,mañana,mayo,Oak St
2023-05-03,01:45:19,Drug Offense,Philadelphia,PA,203 Oak St,57,Non-binary,Other,2023,5,3,miércoles,1,madrugada,mayo,Oak St
2023-03-19,01:18:40,Theft,New York,NY,3449 Elm St,60,Non-binary,White,2023,3,19,domingo,1,madrugada,marzo,Elm St
2024-08-15,18:50:16,Vandalism,New York,NY,2340 Pine St,23,Female,White,2024,8,15,jueves,18,noche,agosto,Pine St
2024-12-02,05:26:09,Robbery,Los Angeles,CA,5938 Main St,68,Other,Hispanic,2024,12,2,lunes,5,madrugada,diciembre,Main St
2023-10-14,02:12:26,Domestic Violence,New York,NY,8621 Maple Ave,73,Non-binary,White,2023,10,14,sábado,2,madrugada,octubre,Maple Ave
2024-04-23,20:19:46,Arson,Philadelphia,PA,3004 Main St,77,Female,Black,2024,4,23,martes,20,noche,abril,Main St
2020-09-24,09:17:25,Fraud,Phoenix,AZ,4970 Broadway,31,Male,Hispanic,2020,9,24,jueves,9,mañana,septiembre,Broadway
2022-11-18,19:40:04,Drug Offense,Dallas,TX,4699 Broadway,50,Female,Asian,2022,11,18,viernes,19,noche,noviembre,Broadway
2022-09-07,10:40:57,Arson,New York,NY,1537 Main St,35,Female,Asian,2022,9,7,miércoles,10,mañana,septiembre,Main St
2021-06-14,14:13:15,Fraud,Los Angeles,CA,986 Maple Ave,64,Other,Other,2021,6,14,lunes,14,tarde,junio,Maple Ave
2025-07-16,12:54:05,Theft,Houston,TX,2979 Pine St,16,Male,Black,2025,7,16,miércoles,12,tarde,julio,Pine St
2020-11-08,02:23:39,Homicide,San Diego,CA,8104 Maple Ave,40,Non-binary,Hispanic,2020,11,8,domingo,2,madrugada,noviembre,Maple Ave
2021-03-04,05:16:42,Arson,San Antonio,TX,4293 Oak St,79,Male,White,2021,3,4,jueves,5,madrugada,marzo,Oak St
2022-10-31,21:18:11,Theft,Houston,TX,8014 Elm St,45,Male,White,2022,10,31,lunes,21,noche,octubre,Elm St
2020-09-02,09:03:12,Homicide,New York,NY,9266 Elm St,14,Male,Other,2020,9,2,miércoles,9,mañana,septiembre,Elm St
2022-05-27,04:37:24,Theft,Philadelphia,PA,6124 Broadway,52,Female,Other,2022,5,27,viernes,4,madrugada,mayo,Broadway
2022-02-05,10:32:03,Domestic Violence,New York,NY,1889 Pine St,19,Non-binary,Black,2022,2,5,sábado,10,mañana,febrero,Pine St
2024-12-16,09:20:40,Domestic Violence,Phoenix,AZ,6634 Broadway,20,Female,Hispanic,2024,12,16,lunes,9,mañana,diciembre,Broadway
2021-11-10,21:00:29,Arson,Philadelphia,PA,3235 Broadway,21,Other,Other,2021,11,10,miércoles,21,noche,noviembre,Broadway
2024-08-18,09:02:47,Robbery,San Antonio,TX,7091 Broadway,58,Non-binary,White,2024,8,18,domingo,9,mañana,agosto,Broadway
2023-07-09,17:27:40,Vandalism,Los Angeles,CA,3010 Main St,64,Female,Black,2023,7,9,domingo,17,tarde,julio,Main St
2020-08-05,07:13:07,Domestic Violence,San Jose,CA,5145 Broadway,56,Other,Black,2020,8,5,miércoles,7,mañana,agosto,Broadway
2020-11-04,20:55:10,Homicide,Phoenix,AZ,2654 Broadway,27,Non-binary,Asian,2020,11,4,miércoles,20,noche,noviembre,Broadway
2024-10-14,10:07:33,Domestic Violence,Chicago,IL,7473 Pine St,44,Female,White,2024,10,14,lunes,10,mañana,octubre,Pine St
2022-02-28,02:32:16,Vandalism,Philadelphia,PA,4758 Pine St,69,Female,Other,2022,2,28,lunes,2,madrugada,febrero,Pine St
2025-04-19,23:21:25,Robbery,San Antonio,TX,86 Broadway,75,Non-binary,Black,2025,4,19,sábado,23,noche,abril,Broadway
2024-12-21,08:21:29,Fraud,Philadelphia,PA,7247 Main St,29,Female,Black,2024,12,21,sábado,8,mañana,diciembre,Main St
2025-01-28,09:00:53,Assault,San Antonio,TX,6362 Maple Ave,57,Male,Hispanic,2025,1,28,martes,9,mañana,enero,Maple Ave
2022-01-02,20:01:27,Drug Offense,Phoenix,AZ,3614 Broadway,62,Other,Other,2022,1,2,domingo,20,noche,enero,Broadway
2020-11-29,17:54:06,Domestic Violence,Chicago,IL,2628 Main St,39,Female,White,2020,11,29,domingo,17,tarde,noviembre,Main St
2025-05-31,21:12:27,Theft,Dallas,TX,1329 Pine St,87,Non-binary,White,2025,5,31,sábado,21,noche,mayo,Pine St
2023-03-25,01:44:06,Fraud,San Antonio,TX,5150 Maple Ave,52,Female,Asian,2023,3,25,sábado,1,madrugada,marzo,Maple Ave
2024-12-09,06:23:02,Burglary,Houston,TX,6077 Main St,89,Female,White,2024,12,9,lunes,6,mañana,diciembre,Main St
2024-05-12,19:48:41,Fraud,Chicago,IL,708 Pine St,68,Non-binary,White,2024,5,12,domingo,19,noche,mayo,Pine St
2021-03-29,10:43:45,Homicide,San Jose,CA,2511 Broadway,71,Non-binary,Other,2021,3,29,lunes,10,mañana,marzo,Broadway
2023-03-31,16:52:39,Domestic Violence,Los Angeles,CA,3812 Oak St,33,Male,Black,2023,3,31,viernes,16,tarde,marzo,Oak St
2023-02-11,03:16:55,Theft,Philadelphia,PA,8957 Main St,52,Other,Other,2023,2,11,sábado,3,madrugada,febrero,Main St
2023-06-19,02:40:16,Assault,Houston,TX,7232 Maple Ave,83,Male,Other,2023,6,19,lunes,2,madrugada,junio,Maple Ave
2020-09-13,11:05:12,Domestic Violence,Houston,TX,3075 Main St,63,Non-binary,Black,2020,9,13,domingo,11,mañana,septiembre,Main St
2024-01-12,16:08:35,Homicide,New York,NY,5261 Elm St,57,Female,Asian,2024,1,12,viernes,16,tarde,enero,Elm St
2023-03-09,07:03:49,Arson,San Antonio,TX,480 Elm St,69,Other,Other,2023,3,9,jueves,7,mañana,marzo,Elm St
2023-04-04,08:56:00,Drug Offense,San Diego,CA,3573 Main St,20,Other,Other,2023,4,4,martes,8,mañana,abril,Main St
2022-05-07,11:43:56,Drug Offense,Dallas,TX,592 Broadway,18,Non-binary,White,2022,5,7,sábado,11,mañana,mayo,Broadway
2022-09-21,08:03:11,Drug Offense,Dallas,TX,692 Broadway,28,Non-binary,Other,2022,9,21,miércoles,8,mañana,septiembre,Broadway
2020-11-18,10:00:37,Vandalism,San Antonio,TX,4819 Oak St,58,Female,Other,2020,11,18,miércoles,10,mañana,noviembre,Oak St
2024-10-03,10:29:29,Assault,Los Angeles,CA,9681 Maple Ave,12,Other,Black,2024,10,3,jueves,10,mañana,octubre,Maple Ave
2021-04-13,03:36:54,Assault,Chicago,IL,7215 Broadway,78,Other,White,2021,4,13,martes,3,madrugada,abril,Broadway
2021-11-18,08:38:26,Homicide,Dallas,TX,5599 Pine St,64,Male,Asian,2021,11,18,jueves,8,mañana,noviembre,Pine St
2023-03-24,10:37:12,Burglary,Dallas,TX,6426 Main St,29,Female,Hispanic,2023,3,24,viernes,10,mañana,marzo,Main St
2020-12-09,17:31:00,Fraud,Phoenix,AZ,2746 Maple Ave,61,Other,Black,2020,12,9,miércoles,17,tarde,diciembre,Maple Ave
2020-09-29,21:23:05,Arson,San Antonio,TX,6882 Maple Ave,21,Female,Asian,2020,9,29,martes,21,noche,septiembre,Maple Ave
2022-11-18,07:40:25,Domestic Violence,New York,NY,7327 Elm St,85,Other,Hispanic,2022,11,18,viernes,7,mañana,noviembre,Elm St
2022-12-01,13:31:25,Vandalism,Dallas,TX,4352 Maple Ave,72,Non-binary,White,2022,12,1,jueves,13,tarde,diciembre,Maple Ave
2022-02-18,14:38:01,Burglary,Chicago,IL,5913 Broadway,68,Non-binary,Asian,2022,2,18,viernes,14,tarde,febrero,Broadway
2023-01-27,19:30:35,Burglary,San Diego,CA,8689 Main St,15,Female,Hispanic,2023,1,27,viernes,19,noche,enero,Main St
2020-09-14,13:32:38,Robbery,Phoenix,AZ,5822 Main St,20,Female,Other,2020,9,14,lunes,13,tarde,septiembre,Main St
2025-04-08,06:22:00,Theft,Houston,TX,3576 Maple Ave,71,Male,Other,2025,4,8,martes,6,mañana,abril,Maple Ave
2022-11-07,21:58:53,Arson,Dallas,TX,3505 Pine St,87,Male,Asian,2022,11,7,lunes,21,noche,noviembre,Pine St
2021-10-09,14:10:31,Fraud,Chicago,IL,1233 Main St,84,Other,Other,2021,10,9,sábado,14,tarde,octubre,Main St
2022-09-24,13:57:07,Assault,Dallas,TX,4070 Pine St,49,Other,Asian,2022,9,24,sábado,13,tarde,septiembre,Pine St
2025-01-20,18:24:50,Robbery,Houston,TX,4881 Maple Ave,81,Male,Hispanic,2025,1,20,lunes,18,noche,enero,Maple Ave
2024-06-21,00:55:54,Assault,San Jose,CA,8104 Main St,45,Male,Other,2024,6,21,viernes,0,madrugada,junio,Main St
2022-10-17,02:15:11,Assault,Houston,TX,8160 Oak St,53,Non-binary,Black,2022,10,17,lunes,2,madrugada,octubre,Oak St
2022-06-11,15:43:16,Assault,San Jose,CA,6894 Elm St,61,Non-binary,Hispanic,2022,6,11,sábado,15,tarde,junio,Elm St
2022-02-18,11:04:04,Drug Offense,San Jose,CA,6063 Broadway,87,Female,Black,2022,2,18,viernes,11,mañana,febrero,Broadway
2021-05-18,23:26:56,Fraud,San Diego,CA,5941 Main St,66,Non-binary,Black,2021,5,18,martes,23,noche,mayo,Main St
2025-07-17,14:03:22,Theft,Los Angeles,CA,7298 Oak St,65,Female,Other,2025,7,17,jueves,14,tarde,julio,Oak St
2020-10-22,07:35:50,Homicide,San Diego,CA,618 Broadway,65,Other,Hispanic,2020,10,22,jueves,7,mañana,octubre,Broadway
2020-11-25,09:28:22,Arson,Dallas,TX,1626 Maple Ave,47,Male,White,2020,11,25,miércoles,9,mañana,noviembre,Maple Ave
2024-10-13,07:28:32,Robbery,San Jose,CA,8801 Pine St,80,Female,Asian,2024,10,13,domingo,7,mañana,octubre,Pine St
2023-06-26,02:16:29,Domestic Violence,Los Angeles,CA,1787 Maple Ave,39,Non-binary,Other,2023,6,26,lunes,2,madrugada,junio,Maple Ave
2022-03-10,05:01:12,Vandalism,Phoenix,AZ,6119 Broadway,33,Male,Asian,2022,3,10,jueves,5,madrugada,marzo,Broadway
2022-02-12,07:26:41,Assault,Philadelphia,PA,2662 Pine St,35,Male,Black,2022,2,12,sábado,7,mañana,febrero,Pine St
2023-08-27,13:00:29,Robbery,San Diego,CA,915 Pine St,35,Non-binary,Asian,2023,8,27,domingo,13,tarde,agosto,Pine St
2024-08-06,04:01:40,Vandalism,Houston,TX,4917 Broadway,69,Male,Black,2024,8,6,martes,4,madrugada,agosto,Broadway
2024-09-26,21:44:47,Theft,New York,NY,4384 Broadway,80,Female,White,2024,9,26,jueves,21,noche,septiembre,Broadway
2021-12-13,16:59:40,Robbery,Chicago,IL,4052 Broadway,16,Female,Black,2021,12,13,lunes,16,tarde,diciembre,Broadway
2020-08-26,16:46:15,Arson,Dallas,TX,5493 Pine St,15,Other,Black,2020,8,26,miércoles,16,tarde,agosto,Pine St
2022-01-07,02:24:30,Fraud,Dallas,TX,3066 Maple Ave,62,Male,Hispanic,2022,1,7,viernes,2,madrugada,enero,Maple Ave
2024-10-09,23:23:46,Fraud,San Diego,CA,6408 Elm St,22,Male,White,2024,10,9,miércoles,23,noche,octubre,Elm St
2021-01-04,21:12:14,Fraud,Dallas,TX,2052 Elm St,79,Male,White,2021,1,4,lunes,21,noche,enero,Elm St
2024-10-20,01:56:02,Domestic Violence,Houston,TX,6991 Oak St,14,Non-binary,Asian,2024,10,20,domingo,1,madrugada,octubre,Oak St
2021-10-15,07:01:59,Homicide,New York,NY,3894 Pine St,83,Other,Hispanic,2021,10,15,viernes,7,mañana,octubre,Pine St
2023-12-09,17:27:06,Burglary,Houston,TX,3866 Main St,76,Other,Black,2023,12,9,sábado,17,tarde,diciembre,Main St
2023-05-22,17:22:59,Arson,San Diego,CA,9122 Elm St,24,Other,White,2023,5,22,lunes,17,tarde,mayo,Elm St
2022-08-19,14:48:56,Domestic Violence,Phoenix,AZ,9178 Elm St,18,Non-binary,Other,2022,8,19,viernes,14,tarde,agosto,Elm St
2023-08-27,02:13:19,Drug Offense,San Jose,CA,2958 Main St,85,Female,Hispanic,2023,8,27,domingo,2,madrugada,agosto,Main St
2024-12-03,08:51:50,Homicide,Chicago,IL,5615 Broadway,44,Male,Hispanic,2024,12,3,martes,8,mañana,diciembre,Broadway
2022-02-04,16:09:32,Domestic Violence,Dallas,TX,535 Maple Ave,69,Female,Asian,2022,2,4,viernes,16,tarde,febrero,Maple Ave
2021-08-18,20:33:20,Drug Offense,Chicago,IL,5209 Pine St,52,Female,Asian,2021,8,18,miércoles,20,noche,agosto,Pine St
2021-10-16,14:37:47,Domestic Violence,Philadelphia,PA,9964 Maple Ave,68,Female,Hispanic,2021,10,16,sábado,14,tarde,octubre,Maple Ave
2024-09-26,05:56:05,Robbery,Dallas,TX,8473 Pine St,41,Non-binary,Other,2024,9,26,jueves,5,madrugada,septiembre,Pine St
2022-05-06,11:05:54,Theft,Philadelphia,PA,9873 Maple Ave,75,Female,White,2022,5,6,viernes,11,mañana,mayo,Maple Ave
2021-04-12,21:30:03,Robbery,New York,NY,127 Main St,77,Non-binary,Other,2021,4,12,lunes,21,noche,abril,Main St
2023-02-26,23:35:57,Arson,San Diego,CA,6180 Elm St,44,Non-binary,White,2023,2,26,domingo,23,noche,febrero,Elm St
2021-03-09,17:01:21,Arson,San Diego,CA,8788 Main St,41,Male,White,2021,3,9,martes,17,tarde,marzo,Main St
2023-10-03,00:41:35,Vandalism,Philadelphia,PA,4967 Broadway,57,Non-binary,Other,2023,10,3,martes,0,madrugada,octubre,Broadway
2023-01-11,00:19:52,Drug Offense,Los Angeles,CA,7921 Pine St,33,Other,Black,2023,1,11,miércoles,0,madrugada,enero,Pine St
2021-11-06,07:00:57,Vandalism,San Diego,CA,2069 Maple Ave,67,Female,White,2021,11,6,sábado,7,mañana,noviembre,Maple Ave
2022-06-24,01:42:06,Homicide,San Jose,CA,3944 Elm St,83,Other,Hispanic,2022,6,24,viernes,1,madrugada,junio,Elm St
2025-01-14,19:09:43,Homicide,Los Angeles,CA,9532 Main St,55,Female,Hispanic,2025,1,14,martes,19,noche,enero,Main St
2022-05-10,12:57:52,Drug Offense,San Jose,CA,4895 Maple Ave,63,Non-binary,Black,2022,5,10,martes,12,tarde,mayo,Maple Ave
2023-01-01,11:03:18,Arson,Chicago,IL,3978 Main St,12,Male,Other,2023,1,1,domingo,11,mañana,enero,Main St
2021-04-13,13:24:25,Arson,Phoenix,AZ,4909 Main St,71,Non-binary,Black,2021,4,13,martes,13,tarde,abril,Main St
2025-05-07,20:19:08,Burglary,Phoenix,AZ,3562 Maple Ave,68,Other,Black,2025,5,7,miércoles,20,noche,mayo,Maple Ave
2021-08-05,08:19:20,Robbery,Los Angeles,CA,2489 Main St,76,Male,White,2021,8,5,jueves,8,mañana,agosto,Main St
2025-03-26,22:02:54,Vandalism,Chicago,IL,390 Broadway,89,Non-binary,Hispanic,2025,3,26,miércoles,22,noche,marzo,Broadway
2022-03-02,05:06:43,Fraud,San Antonio,TX,528 Maple Ave,22,Non-binary,Black,2022,3,2,miércoles,5,madrugada,marzo,Maple Ave
2023-03-13,20:47:58,Fraud,San Diego,CA,8349 Pine St,13,Non-binary,White,2023,3,13,lunes,20,noche,marzo,Pine St
2025-03-29,21:57:54,Fraud,Dallas,TX,6882 Elm St,67,Non-binary,Hispanic,2025,3,29,sábado,21,noche,marzo,Elm St
2020-12-22,02:23:04,Arson,Phoenix,AZ,9544 Pine St,78,Male,Hispanic,2020,12,22,martes,2,madrugada,diciembre,Pine St
2020-12-18,18:47:34,Burglary,New York,NY,5270 Maple Ave,62,Other,Other,2020,12,18,viernes,18,noche,diciembre,Maple Ave
2023-03-13,03:51:48,Theft,New York,NY,7597 Oak St,89,Female,Black,2023,3,13,lunes,3,madrugada,marzo,Oak St
2021-04-11,03:55:20,Vandalism,Houston,TX,5560 Oak St,57,Female,Hispanic,2021,4,11,domingo,3,madrugada,abril,Oak St
2023-12-30,19:02:29,Fraud,Houston,TX,8509 Pine St,41,Female,White,2023,12,30,sábado,19,noche,diciembre,Pine St
2024-06-11,02:20:05,Burglary,Dallas,TX,9497 Elm St,70,Non-binary,Other,2024,6,11,martes,2,madrugada,junio,Elm St
2025-05-28,19:52:16,Arson,Phoenix,AZ,319 Broadway,86,Female,Black,2025,5,28,miércoles,19,noche,mayo,Broadway
2024-08-04,04:11:30,Drug Offense,Dallas,TX,9952 Pine St,58,Non-binary,Hispanic,2024,8,4,domingo,4,madrugada,agosto,Pine St
2023-10-06,10:23:51,Homicide,San Jose,CA,5199 Broadway,45,Male,Asian,2023,10,6,viernes,10,mañana,octubre,Broadway
2025-04-24,16:00:20,Theft,Los Angeles,CA,5567 Broadway,60,Female,Hispanic,2025,4,24,jueves,16,tarde,abril,Broadway
2025-02-11,20:52:12,Robbery,Chicago,IL,2932 Oak St,83,Other,Hispanic,2025,2,11,martes,20,noche,febrero,Oak St
2022-06-14,09:15:36,Fraud,Dallas,TX,5228 Maple Ave,35,Non-binary,Asian,2022,6,14,martes,9,mañana,junio,Maple Ave
2022-09-20,21:24:06,Homicide,New York,NY,1999 Pine St,72,Non-binary,Other,2022,9,20,martes,21,noche,septiembre,Pine St
2023-07-20,07:24:18,Homicide,San Jose,CA,9059 Pine St,74,Female,Other,2023,7,20,jueves,7,mañana,julio,Pine St
2024-05-04,07:17:12,Burglary,San Diego,CA,8979 Pine St,86,Non-binary,Asian,2024,5,4,sábado,7,mañana,mayo,Pine St
2022-06-14,18:54:46,Homicide,Phoenix,AZ,1663 Maple Ave,24,Female,White,2022,6,14,martes,18,noche,junio,Maple Ave
2021-03-08,23:29:21,Vandalism,Los Angeles,CA,171 Pine St,62,Other,Other,2021,3,8,lunes,23,noche,marzo,Pine St
2024-04-30,04:55:31,Arson,San Antonio,TX,4428 Broadway,74,Male,White,2024,4,30,martes,4,madrugada,abril,Broadway
2021-08-17,08:32:58,Assault,San Antonio,TX,7956 Maple Ave,75,Non-binary,Other,2021,8,17,martes,8,mañana,agosto,Maple Ave
2023-08-20,22:57:52,Assault,San Jose,CA,8507 Pine St,84,Female,Asian,2023,8,20,domingo,22,noche,agosto,Pine St
2021-08-22,08:15:08,Burglary,Chicago,IL,2683 Pine St,44,Other,Black,2021,8,22,domingo,8,mañana,agosto,Pine St
2024-11-16,08:42:42,Vandalism,Chicago,IL,2039 Broadway,51,Male,Black,2024,11,16,sábado,8,mañana,noviembre,Broadway
2024-08-15,06:26:50,Theft,Chicago,IL,6079 Elm St,54,Female,Black,2024,8,15,jueves,6,mañana,agosto,Elm St
